%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
49714000000,0.4,0.0,0.0,0.0,0.0,0.0
49812000000,0.4,0.0,0.0,0.0,0.0,0.0
49912000000,0.4,0.0,0.0,0.0,0.0,0.0
50022000000,0.4,0.0,0.0,0.0,0.0,0.0
50112000000,0.4,0.0,0.0,0.0,0.0,0.0
50214000000,0.4,0.0,0.0,0.0,0.0,0.0
50313000000,0.4,0.0,0.0,0.0,0.0,0.0
50413000000,0.4,0.0,0.0,0.0,0.0,0.0
50515000000,0.4,0.0,0.0,0.0,0.0,0.0
50616000000,0.4,0.0,0.0,0.0,0.0,0.0
50712000000,0.4,0.0,0.0,0.0,0.0,0.0
50814000000,0.0,0.0,0.0,0.0,0.0,0.0
50814000000,0.0,0.0,0.0,0.0,0.0,0.5
50922000000,0.0,0.0,0.0,0.0,0.0,0.5
51015000000,0.0,0.0,0.0,0.0,0.0,0.5
51105000000,0.0,0.0,0.0,0.0,0.0,0.5
51208000000,0.0,0.0,0.0,0.0,0.0,0.5
51315000000,0.0,0.0,0.0,0.0,0.0,0.5
51413000000,0.0,0.0,0.0,0.0,0.0,0.5
51519000000,0.0,0.0,0.0,0.0,0.0,0.5
51617000000,0.0,0.0,0.0,0.0,0.0,0.5
51714000000,0.0,0.0,0.0,0.0,0.0,0.5
51819000000,0.0,0.0,0.0,0.0,0.0,0.5
51916000000,0.0,0.0,0.0,0.0,0.0,0.5
52022000000,0.0,0.0,0.0,0.0,0.0,0.5
52114000000,0.0,0.0,0.0,0.0,0.0,0.5
52225000000,0.0,0.0,0.0,0.0,0.0,0.5
52316000000,0.0,0.0,0.0,0.0,0.0,0.5
52415000000,0.0,0.0,0.0,0.0,0.0,0.5
52512000000,0.0,0.0,0.0,0.0,0.0,0.5
52611000000,0.0,0.0,0.0,0.0,0.0,0.5
52728000000,0.0,0.0,0.0,0.0,0.0,0.5
52810000000,0.0,0.0,0.0,0.0,0.0,0.5
52912000000,0.0,0.0,0.0,0.0,0.0,0.5
53022000000,0.0,0.0,0.0,0.0,0.0,0.5
53112000000,0.0,0.0,0.0,0.0,0.0,0.5
53216000000,0.0,0.0,0.0,0.0,0.0,0.5
53318000000,0.0,0.0,0.0,0.0,0.0,0.5
53412000000,0.0,0.0,0.0,0.0,0.0,0.5
53530000000,0.0,0.0,0.0,0.0,0.0,0.5
53625000000,0.0,0.0,0.0,0.0,0.0,0.5
53712000000,0.0,0.0,0.0,0.0,0.0,0.5
53816000000,0.0,0.0,0.0,0.0,0.0,0.5
53916000000,0.0,0.0,0.0,0.0,0.0,0.5
54012000000,0.0,0.0,0.0,0.0,0.0,0.0
54012000000,0.4,0.0,0.0,0.0,0.0,0.0
54113000000,0.4,0.0,0.0,0.0,0.0,0.0
54214000000,0.4,0.0,0.0,0.0,0.0,0.0
54317000000,0.4,0.0,0.0,0.0,0.0,0.0
54412000000,0.4,0.0,0.0,0.0,0.0,0.0
54510000000,0.4,0.0,0.0,0.0,0.0,0.0
54612000000,0.4,0.0,0.0,0.0,0.0,0.0
54712000000,0.4,0.0,0.0,0.0,0.0,0.0
54821000000,0.4,0.0,0.0,0.0,0.0,0.0
54911000000,0.4,0.0,0.0,0.0,0.0,0.0
55012000000,0.4,0.0,0.0,0.0,0.0,0.0
55112000000,0.4,0.0,0.0,0.0,0.0,0.0
55213000000,0.4,0.0,0.0,0.0,0.0,0.0
55314000000,0.0,0.0,0.0,0.0,0.0,0.0
55314000000,0.0,0.0,0.0,0.0,0.0,0.5
55417000000,0.0,0.0,0.0,0.0,0.0,0.5
55513000000,0.0,0.0,0.0,0.0,0.0,0.5
55612000000,0.0,0.0,0.0,0.0,0.0,0.5
55714000000,0.0,0.0,0.0,0.0,0.0,0.5
55815000000,0.0,0.0,0.0,0.0,0.0,0.5
55912000000,0.0,0.0,0.0,0.0,0.0,0.5
56012000000,0.0,0.0,0.0,0.0,0.0,0.5
56112000000,0.0,0.0,0.0,0.0,0.0,0.5
56219000000,0.0,0.0,0.0,0.0,0.0,0.5
56306000000,0.0,0.0,0.0,0.0,0.0,0.5
56414000000,0.0,0.0,0.0,0.0,0.0,0.5
56512000000,0.0,0.0,0.0,0.0,0.0,0.5
56608000000,0.0,0.0,0.0,0.0,0.0,0.5
56721000000,0.0,0.0,0.0,0.0,0.0,0.5
56812000000,0.0,0.0,0.0,0.0,0.0,0.5
56919000000,0.0,0.0,0.0,0.0,0.0,0.5
57014000000,0.0,0.0,0.0,0.0,0.0,0.5
57116000000,0.0,0.0,0.0,0.0,0.0,0.5
57216000000,0.0,0.0,0.0,0.0,0.0,0.5
57313000000,0.0,0.0,0.0,0.0,0.0,0.5
57414000000,0.0,0.0,0.0,0.0,0.0,0.5
57512000000,0.0,0.0,0.0,0.0,0.0,0.5
57620000000,0.0,0.0,0.0,0.0,0.0,0.5
57731000000,0.0,0.0,0.0,0.0,0.0,0.5
57813000000,0.0,0.0,0.0,0.0,0.0,0.5
57912000000,0.0,0.0,0.0,0.0,0.0,0.5
58012000000,0.0,0.0,0.0,0.0,0.0,0.5
58119000000,0.0,0.0,0.0,0.0,0.0,0.5
58212000000,0.0,0.0,0.0,0.0,0.0,0.5
58317000000,0.0,0.0,0.0,0.0,0.0,0.5
58412000000,0.0,0.0,0.0,0.0,0.0,0.5
58512000000,0.0,0.0,0.0,0.0,0.0,0.0
58512000000,0.4,0.0,0.0,0.0,0.0,0.0
58605000000,0.4,0.0,0.0,0.0,0.0,0.0
58716000000,0.4,0.0,0.0,0.0,0.0,0.0
58821000000,0.4,0.0,0.0,0.0,0.0,0.0
58912000000,0.4,0.0,0.0,0.0,0.0,0.0
59012000000,0.4,0.0,0.0,0.0,0.0,0.0
59115000000,0.4,0.0,0.0,0.0,0.0,0.0
59216000000,0.4,0.0,0.0,0.0,0.0,0.0
59321000000,0.4,0.0,0.0,0.0,0.0,0.0
59413000000,0.4,0.0,0.0,0.0,0.0,0.0
59525000000,0.4,0.0,0.0,0.0,0.0,0.0
59616000000,0.4,0.0,0.0,0.0,0.0,0.0
59713000000,0.4,0.0,0.0,0.0,0.0,0.0
59825000000,0.0,0.0,0.0,0.0,0.0,0.0
59825000000,0.0,0.0,0.0,0.0,0.0,0.5
59913000000,0.0,0.0,0.0,0.0,0.0,0.5
60010000000,0.0,0.0,0.0,0.0,0.0,0.5
60115000000,0.0,0.0,0.0,0.0,0.0,0.5
60218000000,0.0,0.0,0.0,0.0,0.0,0.5
60322000000,0.0,0.0,0.0,0.0,0.0,0.5
60416000000,0.0,0.0,0.0,0.0,0.0,0.5
60507000000,0.0,0.0,0.0,0.0,0.0,0.5
60612000000,0.0,0.0,0.0,0.0,0.0,0.5
60725000000,0.0,0.0,0.0,0.0,0.0,0.5
60822000000,0.0,0.0,0.0,0.0,0.0,0.5
60918000000,0.0,0.0,0.0,0.0,0.0,0.5
61013000000,0.0,0.0,0.0,0.0,0.0,0.5
61137000000,0.0,0.0,0.0,0.0,0.0,0.5
61212000000,0.0,0.0,0.0,0.0,0.0,0.5
61315000000,0.0,0.0,0.0,0.0,0.0,0.5
61418000000,0.0,0.0,0.0,0.0,0.0,0.5
61531000000,0.0,0.0,0.0,0.0,0.0,0.5
61612000000,0.0,0.0,0.0,0.0,0.0,0.5
61717000000,0.0,0.0,0.0,0.0,0.0,0.5
61814000000,0.0,0.0,0.0,0.0,0.0,0.5
61930000000,0.0,0.0,0.0,0.0,0.0,0.5
62017000000,0.0,0.0,0.0,0.0,0.0,0.5
62112000000,0.0,0.0,0.0,0.0,0.0,0.5
62216000000,0.0,0.0,0.0,0.0,0.0,0.5
62312000000,0.0,0.0,0.0,0.0,0.0,0.5
62410000000,0.0,0.0,0.0,0.0,0.0,0.5
62512000000,0.0,0.0,0.0,0.0,0.0,0.5
62612000000,0.0,0.0,0.0,0.0,0.0,0.5
62719000000,0.0,0.0,0.0,0.0,0.0,0.5
62844000000,0.0,0.0,0.0,0.0,0.0,0.5
62914000000,0.0,0.0,0.0,0.0,0.0,0.5
63015000000,0.0,0.0,0.0,0.0,0.0,0.0
63015000000,0.4,0.0,0.0,0.0,0.0,0.0
63112000000,0.4,0.0,0.0,0.0,0.0,0.0
63211000000,0.4,0.0,0.0,0.0,0.0,0.0
63315000000,0.4,0.0,0.0,0.0,0.0,0.0
63417000000,0.4,0.0,0.0,0.0,0.0,0.0
63503000000,0.4,0.0,0.0,0.0,0.0,0.0
63612000000,0.4,0.0,0.0,0.0,0.0,0.0
63724000000,0.4,0.0,0.0,0.0,0.0,0.0
63812000000,0.4,0.0,0.0,0.0,0.0,0.0
63912000000,0.4,0.0,0.0,0.0,0.0,0.0
64013000000,0.4,0.0,0.0,0.0,0.0,0.0
64122000000,0.4,0.0,0.0,0.0,0.0,0.0
64225000000,0.4,0.0,0.0,0.0,0.0,0.0
64314000000,0.0,0.0,0.0,0.0,0.0,0.0
64321000000,0.0,0.0,0.0,0.0,0.0,0.5
64436000000,0.0,0.0,0.0,0.0,0.0,0.5
64526000000,0.0,0.0,0.0,0.0,0.0,0.5
64609000000,0.0,0.0,0.0,0.0,0.0,0.5
64714000000,0.0,0.0,0.0,0.0,0.0,0.5
64814000000,0.0,0.0,0.0,0.0,0.0,0.5
64912000000,0.0,0.0,0.0,0.0,0.0,0.5
65013000000,0.0,0.0,0.0,0.0,0.0,0.5
65113000000,0.0,0.0,0.0,0.0,0.0,0.5
65213000000,0.0,0.0,0.0,0.0,0.0,0.5
65314000000,0.0,0.0,0.0,0.0,0.0,0.5
65414000000,0.0,0.0,0.0,0.0,0.0,0.5
65517000000,0.0,0.0,0.0,0.0,0.0,0.5
65614000000,0.0,0.0,0.0,0.0,0.0,0.5
65716000000,0.0,0.0,0.0,0.0,0.0,0.5
65814000000,0.0,0.0,0.0,0.0,0.0,0.5
65913000000,0.0,0.0,0.0,0.0,0.0,0.5
66013000000,0.0,0.0,0.0,0.0,0.0,0.5
66118000000,0.0,0.0,0.0,0.0,0.0,0.5
66212000000,0.0,0.0,0.0,0.0,0.0,0.5
66314000000,0.0,0.0,0.0,0.0,0.0,0.5
66412000000,0.0,0.0,0.0,0.0,0.0,0.5
66513000000,0.0,0.0,0.0,0.0,0.0,0.5
66612000000,0.0,0.0,0.0,0.0,0.0,0.5
66716000000,0.0,0.0,0.0,0.0,0.0,0.5
66812000000,0.0,0.0,0.0,0.0,0.0,0.5
66913000000,0.0,0.0,0.0,0.0,0.0,0.5
67016000000,0.0,0.0,0.0,0.0,0.0,0.5
67115000000,0.0,0.0,0.0,0.0,0.0,0.5
67213000000,0.0,0.0,0.0,0.0,0.0,0.5
67316000000,0.0,0.0,0.0,0.0,0.0,0.5
67413000000,0.0,0.0,0.0,0.0,0.0,0.5
67512000000,0.0,0.0,0.0,0.0,0.0,0.0
67512000000,0.4,0.0,0.0,0.0,0.0,0.0
67613000000,0.4,0.0,0.0,0.0,0.0,0.0
67714000000,0.4,0.0,0.0,0.0,0.0,0.0
67812000000,0.4,0.0,0.0,0.0,0.0,0.0
67905000000,0.4,0.0,0.0,0.0,0.0,0.0
68020000000,0.4,0.0,0.0,0.0,0.0,0.0
68114000000,0.4,0.0,0.0,0.0,0.0,0.0
68216000000,0.4,0.0,0.0,0.0,0.0,0.0
68315000000,0.4,0.0,0.0,0.0,0.0,0.0
68417000000,0.4,0.0,0.0,0.0,0.0,0.0
68512000000,0.4,0.0,0.0,0.0,0.0,0.0
68608000000,0.4,0.0,0.0,0.0,0.0,0.0
68721000000,0.4,0.0,0.0,0.0,0.0,0.0
68819000000,0.0,0.0,0.0,0.0,0.0,0.0
68819000000,0.0,0.0,0.0,0.0,0.0,0.5
68915000000,0.0,0.0,0.0,0.0,0.0,0.5
69012000000,0.0,0.0,0.0,0.0,0.0,0.5
69113000000,0.0,0.0,0.0,0.0,0.0,0.5
69212000000,0.0,0.0,0.0,0.0,0.0,0.5
69308000000,0.0,0.0,0.0,0.0,0.0,0.5
69412000000,0.0,0.0,0.0,0.0,0.0,0.5
69513000000,0.0,0.0,0.0,0.0,0.0,0.5
69612000000,0.0,0.0,0.0,0.0,0.0,0.5
69712000000,0.0,0.0,0.0,0.0,0.0,0.5
69817000000,0.0,0.0,0.0,0.0,0.0,0.5
69914000000,0.0,0.0,0.0,0.0,0.0,0.5
70014000000,0.0,0.0,0.0,0.0,0.0,0.5
70112000000,0.0,0.0,0.0,0.0,0.0,0.5
70217000000,0.0,0.0,0.0,0.0,0.0,0.5
70314000000,0.0,0.0,0.0,0.0,0.0,0.5
70412000000,0.0,0.0,0.0,0.0,0.0,0.5
70512000000,0.0,0.0,0.0,0.0,0.0,0.5
70612000000,0.0,0.0,0.0,0.0,0.0,0.5
70718000000,0.0,0.0,0.0,0.0,0.0,0.5
70814000000,0.0,0.0,0.0,0.0,0.0,0.5
70914000000,0.0,0.0,0.0,0.0,0.0,0.5
71012000000,0.0,0.0,0.0,0.0,0.0,0.5
71122000000,0.0,0.0,0.0,0.0,0.0,0.5
71220000000,0.0,0.0,0.0,0.0,0.0,0.5
71322000000,0.0,0.0,0.0,0.0,0.0,0.5
71408000000,0.0,0.0,0.0,0.0,0.0,0.5
71529000000,0.0,0.0,0.0,0.0,0.0,0.5
71607000000,0.0,0.0,0.0,0.0,0.0,0.5
71717000000,0.0,0.0,0.0,0.0,0.0,0.5
71811000000,0.0,0.0,0.0,0.0,0.0,0.5
71918000000,0.0,0.0,0.0,0.0,0.0,0.5
72018000000,0.0,0.0,0.0,0.0,0.0,0.0
72018000000,0.4,0.0,0.0,0.0,0.0,0.0
72111000000,0.4,0.0,0.0,0.0,0.0,0.0
72212000000,0.4,0.0,0.0,0.0,0.0,0.0
72344000000,0.4,0.0,0.0,0.0,0.0,0.0
72411000000,0.4,0.0,0.0,0.0,0.0,0.0
72517000000,0.4,0.0,0.0,0.0,0.0,0.0
72612000000,0.4,0.0,0.0,0.0,0.0,0.0
72712000000,0.4,0.0,0.0,0.0,0.0,0.0
72812000000,0.4,0.0,0.0,0.0,0.0,0.0
72913000000,0.4,0.0,0.0,0.0,0.0,0.0
73022000000,0.4,0.0,0.0,0.0,0.0,0.0
73112000000,0.4,0.0,0.0,0.0,0.0,0.0
73210000000,0.4,0.0,0.0,0.0,0.0,0.0
73322000000,0.0,0.0,0.0,0.0,0.0,0.0
73322000000,0.0,0.0,0.0,0.0,0.0,0.5
73413000000,0.0,0.0,0.0,0.0,0.0,0.5
73518000000,0.0,0.0,0.0,0.0,0.0,0.5
73617000000,0.0,0.0,0.0,0.0,0.0,0.5
73718000000,0.0,0.0,0.0,0.0,0.0,0.5
73805000000,0.0,0.0,0.0,0.0,0.0,0.5
73913000000,0.0,0.0,0.0,0.0,0.0,0.5
74012000000,0.0,0.0,0.0,0.0,0.0,0.5
74115000000,0.0,0.0,0.0,0.0,0.0,0.5
74214000000,0.0,0.0,0.0,0.0,0.0,0.5
74314000000,0.0,0.0,0.0,0.0,0.0,0.5
74412000000,0.0,0.0,0.0,0.0,0.0,0.5
74518000000,0.0,0.0,0.0,0.0,0.0,0.5
74625000000,0.0,0.0,0.0,0.0,0.0,0.5
74712000000,0.0,0.0,0.0,0.0,0.0,0.5
74814000000,0.0,0.0,0.0,0.0,0.0,0.5
74912000000,0.0,0.0,0.0,0.0,0.0,0.5
75014000000,0.0,0.0,0.0,0.0,0.0,0.5
75112000000,0.0,0.0,0.0,0.0,0.0,0.5
75212000000,0.0,0.0,0.0,0.0,0.0,0.5
75314000000,0.0,0.0,0.0,0.0,0.0,0.5
75411000000,0.0,0.0,0.0,0.0,0.0,0.5
75518000000,0.0,0.0,0.0,0.0,0.0,0.5
75613000000,0.0,0.0,0.0,0.0,0.0,0.5
75743000000,0.0,0.0,0.0,0.0,0.0,0.5
75814000000,0.0,0.0,0.0,0.0,0.0,0.5
75912000000,0.0,0.0,0.0,0.0,0.0,0.5
76014000000,0.0,0.0,0.0,0.0,0.0,0.5
76120000000,0.0,0.0,0.0,0.0,0.0,0.5
76212000000,0.0,0.0,0.0,0.0,0.0,0.5
76315000000,0.0,0.0,0.0,0.0,0.0,0.5
76412000000,0.0,0.0,0.0,0.0,0.0,0.5
76512000000,0.0,0.0,0.0,0.0,0.0,0.0
76512000000,0.4,0.0,0.0,0.0,0.0,0.0
76606000000,0.4,0.0,0.0,0.0,0.0,0.0
76711000000,0.4,0.0,0.0,0.0,0.0,0.0
76813000000,0.4,0.0,0.0,0.0,0.0,0.0
76925000000,0.4,0.0,0.0,0.0,0.0,0.0
77013000000,0.4,0.0,0.0,0.0,0.0,0.0
77116000000,0.4,0.0,0.0,0.0,0.0,0.0
77210000000,0.4,0.0,0.0,0.0,0.0,0.0
77314000000,0.4,0.0,0.0,0.0,0.0,0.0
77417000000,0.4,0.0,0.0,0.0,0.0,0.0
77526000000,0.4,0.0,0.0,0.0,0.0,0.0
77612000000,0.4,0.0,0.0,0.0,0.0,0.0
77713000000,0.4,0.0,0.0,0.0,0.0,0.0
77814000000,0.0,0.0,0.0,0.0,0.0,0.0
77814000000,0.0,0.0,0.0,0.0,0.0,0.5
77912000000,0.0,0.0,0.0,0.0,0.0,0.5
78017000000,0.0,0.0,0.0,0.0,0.0,0.5
78112000000,0.0,0.0,0.0,0.0,0.0,0.5
78213000000,0.0,0.0,0.0,0.0,0.0,0.5
78314000000,0.0,0.0,0.0,0.0,0.0,0.5
78416000000,0.0,0.0,0.0,0.0,0.0,0.5
78508000000,0.0,0.0,0.0,0.0,0.0,0.5
78612000000,0.0,0.0,0.0,0.0,0.0,0.5
78724000000,0.0,0.0,0.0,0.0,0.0,0.5
78812000000,0.0,0.0,0.0,0.0,0.0,0.5
78916000000,0.0,0.0,0.0,0.0,0.0,0.5
79019000000,0.0,0.0,0.0,0.0,0.0,0.5
79114000000,0.0,0.0,0.0,0.0,0.0,0.5
79220000000,0.0,0.0,0.0,0.0,0.0,0.5
79312000000,0.0,0.0,0.0,0.0,0.0,0.5
79412000000,0.0,0.0,0.0,0.0,0.0,0.5
79514000000,0.0,0.0,0.0,0.0,0.0,0.5
79612000000,0.0,0.0,0.0,0.0,0.0,0.5
79712000000,0.0,0.0,0.0,0.0,0.0,0.5
79812000000,0.0,0.0,0.0,0.0,0.0,0.5
79911000000,0.0,0.0,0.0,0.0,0.0,0.5
80019000000,0.0,0.0,0.0,0.0,0.0,0.5
80115000000,0.0,0.0,0.0,0.0,0.0,0.5
80212000000,0.0,0.0,0.0,0.0,0.0,0.5
80316000000,0.0,0.0,0.0,0.0,0.0,0.5
80417000000,0.0,0.0,0.0,0.0,0.0,0.5
80514000000,0.0,0.0,0.0,0.0,0.0,0.5
80615000000,0.0,0.0,0.0,0.0,0.0,0.5
80723000000,0.0,0.0,0.0,0.0,0.0,0.5
80814000000,0.0,0.0,0.0,0.0,0.0,0.5
80912000000,0.0,0.0,0.0,0.0,0.0,0.5
81030000000,0.0,0.0,0.0,0.0,0.0,0.0
81030000000,0.4,0.0,0.0,0.0,0.0,0.0
24222000000,0.0,0.0,0.0,0.0,0.0,0.0
24222000000,0.0,0.0,0.0,0.0,0.0,0.5
24222000000,0.0,0.0,0.0,0.0,0.0,0.5
24321000000,0.0,0.0,0.0,0.0,0.0,0.5
24420000000,0.0,0.0,0.0,0.0,0.0,0.5
24519000000,0.0,0.0,0.0,0.0,0.0,0.5
24626000000,0.0,0.0,0.0,0.0,0.0,0.5
24738000000,0.0,0.0,0.0,0.0,0.0,0.5
24824000000,0.0,0.0,0.0,0.0,0.0,0.5
24919000000,0.0,0.0,0.0,0.0,0.0,0.5
25020000000,0.0,0.0,0.0,0.0,0.0,0.5
25121000000,0.0,0.0,0.0,0.0,0.0,0.5
25224000000,0.0,0.0,0.0,0.0,0.0,0.5
25327000000,0.0,0.0,0.0,0.0,0.0,0.5
25423000000,0.0,0.0,0.0,0.0,0.0,0.5
25524000000,0.0,0.0,0.0,0.0,0.0,0.5
25630000000,0.0,0.0,0.0,0.0,0.0,0.5
25722000000,0.0,0.0,0.0,0.0,0.0,0.5
25821000000,0.0,0.0,0.0,0.0,0.0,0.5
25923000000,0.0,0.0,0.0,0.0,0.0,0.5
26025000000,0.0,0.0,0.0,0.0,0.0,0.5
26132000000,0.0,0.0,0.0,0.0,0.0,0.5
26222000000,0.0,0.0,0.0,0.0,0.0,0.5
26333000000,0.0,0.0,0.0,0.0,0.0,0.5
26421000000,0.0,0.0,0.0,0.0,0.0,0.5
26524000000,0.0,0.0,0.0,0.0,0.0,0.5
26621000000,0.0,0.0,0.0,0.0,0.0,0.5
26730000000,0.0,0.0,0.0,0.0,0.0,0.5
26824000000,0.0,0.0,0.0,0.0,0.0,0.5
26922000000,0.0,0.0,0.0,0.0,0.0,0.5
27021000000,0.0,0.0,0.0,0.0,0.0,0.5
27123000000,0.0,0.0,0.0,0.0,0.0,0.5
27225000000,0.0,0.0,0.0,0.0,0.0,0.5
27326000000,0.0,0.0,0.0,0.0,0.0,0.5
27421000000,0.0,0.0,0.0,0.0,0.0,0.0
27421000000,0.4,0.0,0.0,0.0,0.0,0.0
27522000000,0.4,0.0,0.0,0.0,0.0,0.0
27623000000,0.4,0.0,0.0,0.0,0.0,0.0
27718000000,0.4,0.0,0.0,0.0,0.0,0.0
27823000000,0.4,0.0,0.0,0.0,0.0,0.0
27940000000,0.4,0.0,0.0,0.0,0.0,0.0
28023000000,0.4,0.0,0.0,0.0,0.0,0.0
28121000000,0.4,0.0,0.0,0.0,0.0,0.0
28223000000,0.4,0.0,0.0,0.0,0.0,0.0
28319000000,0.4,0.0,0.0,0.0,0.0,0.0
28422000000,0.4,0.0,0.0,0.0,0.0,0.0
28521000000,0.4,0.0,0.0,0.0,0.0,0.0
28622000000,0.4,0.0,0.0,0.0,0.0,0.0
28722000000,0.0,0.0,0.0,0.0,0.0,0.0
28722000000,0.0,0.0,0.0,0.0,0.0,0.5
28815000000,0.0,0.0,0.0,0.0,0.0,0.5
28920000000,0.0,0.0,0.0,0.0,0.0,0.5
29024000000,0.0,0.0,0.0,0.0,0.0,0.5
29121000000,0.0,0.0,0.0,0.0,0.0,0.5
29222000000,0.0,0.0,0.0,0.0,0.0,0.5
29323000000,0.0,0.0,0.0,0.0,0.0,0.5
29422000000,0.0,0.0,0.0,0.0,0.0,0.5
29521000000,0.0,0.0,0.0,0.0,0.0,0.5
29624000000,0.0,0.0,0.0,0.0,0.0,0.5
29719000000,0.0,0.0,0.0,0.0,0.0,0.5
29818000000,0.0,0.0,0.0,0.0,0.0,0.5
29921000000,0.0,0.0,0.0,0.0,0.0,0.5
30022000000,0.0,0.0,0.0,0.0,0.0,0.5
30125000000,0.0,0.0,0.0,0.0,0.0,0.5
30227000000,0.0,0.0,0.0,0.0,0.0,0.5
30322000000,0.0,0.0,0.0,0.0,0.0,0.5
30424000000,0.0,0.0,0.0,0.0,0.0,0.5
30522000000,0.0,0.0,0.0,0.0,0.0,0.5
30619000000,0.0,0.0,0.0,0.0,0.0,0.5
30722000000,0.0,0.0,0.0,0.0,0.0,0.5
30828000000,0.0,0.0,0.0,0.0,0.0,0.5
30923000000,0.0,0.0,0.0,0.0,0.0,0.5
31020000000,0.0,0.0,0.0,0.0,0.0,0.5
31129000000,0.0,0.0,0.0,0.0,0.0,0.5
31222000000,0.0,0.0,0.0,0.0,0.0,0.5
31322000000,0.0,0.0,0.0,0.0,0.0,0.5
31422000000,0.0,0.0,0.0,0.0,0.0,0.5
31529000000,0.0,0.0,0.0,0.0,0.0,0.5
31621000000,0.0,0.0,0.0,0.0,0.0,0.5
31723000000,0.0,0.0,0.0,0.0,0.0,0.5
31821000000,0.0,0.0,0.0,0.0,0.0,0.5
31928000000,0.0,0.0,0.0,0.0,0.0,0.0
31928000000,0.4,0.0,0.0,0.0,0.0,0.0
32022000000,0.4,0.0,0.0,0.0,0.0,0.0
32124000000,0.4,0.0,0.0,0.0,0.0,0.0
32222000000,0.4,0.0,0.0,0.0,0.0,0.0
32321000000,0.4,0.0,0.0,0.0,0.0,0.0
32422000000,0.4,0.0,0.0,0.0,0.0,0.0
32521000000,0.4,0.0,0.0,0.0,0.0,0.0
32624000000,0.4,0.0,0.0,0.0,0.0,0.0
32719000000,0.4,0.0,0.0,0.0,0.0,0.0
32822000000,0.4,0.0,0.0,0.0,0.0,0.0
32922000000,0.4,0.0,0.0,0.0,0.0,0.0
33022000000,0.4,0.0,0.0,0.0,0.0,0.0
33126000000,0.4,0.0,0.0,0.0,0.0,0.0
33220000000,0.0,0.0,0.0,0.0,0.0,0.0
33220000000,0.0,0.0,0.0,0.0,0.0,0.5
33329000000,0.0,0.0,0.0,0.0,0.0,0.5
33492000000,0.0,0.0,0.0,0.0,0.0,0.5
33515000000,0.0,0.0,0.0,0.0,0.0,0.5
33621000000,0.0,0.0,0.0,0.0,0.0,0.5
33723000000,0.0,0.0,0.0,0.0,0.0,0.5
33830000000,0.0,0.0,0.0,0.0,0.0,0.5
33921000000,0.0,0.0,0.0,0.0,0.0,0.5
34031000000,0.0,0.0,0.0,0.0,0.0,0.5
34131000000,0.0,0.0,0.0,0.0,0.0,0.5
34221000000,0.0,0.0,0.0,0.0,0.0,0.5
34322000000,0.0,0.0,0.0,0.0,0.0,0.5
34421000000,0.0,0.0,0.0,0.0,0.0,0.5
34525000000,0.0,0.0,0.0,0.0,0.0,0.5
34634000000,0.0,0.0,0.0,0.0,0.0,0.5
34725000000,0.0,0.0,0.0,0.0,0.0,0.5
34822000000,0.0,0.0,0.0,0.0,0.0,0.5
34922000000,0.0,0.0,0.0,0.0,0.0,0.5
