%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
35024000000,0.0,0.0,0.0,0.0,0.0,0.5
35129000000,0.0,0.0,0.0,0.0,0.0,0.5
35227000000,0.0,0.0,0.0,0.0,0.0,0.5
35325000000,0.0,0.0,0.0,0.0,0.0,0.5
35421000000,0.0,0.0,0.0,0.0,0.0,0.5
35523000000,0.0,0.0,0.0,0.0,0.0,0.5
35621000000,0.0,0.0,0.0,0.0,0.0,0.5
35726000000,0.0,0.0,0.0,0.0,0.0,0.5
35827000000,0.0,0.0,0.0,0.0,0.0,0.5
35922000000,0.0,0.0,0.0,0.0,0.0,0.5
36027000000,0.0,0.0,0.0,0.0,0.0,0.5
36122000000,0.0,0.0,0.0,0.0,0.0,0.5
36224000000,0.0,0.0,0.0,0.0,0.0,0.5
36336000000,0.0,0.0,0.0,0.0,0.0,0.5
36421000000,0.0,0.0,0.0,0.0,0.0,0.0
36421000000,0.4,0.0,0.0,0.0,0.0,0.0
36522000000,0.4,0.0,0.0,0.0,0.0,0.0
36621000000,0.4,0.0,0.0,0.0,0.0,0.0
36724000000,0.4,0.0,0.0,0.0,0.0,0.0
36821000000,0.4,0.0,0.0,0.0,0.0,0.0
36922000000,0.4,0.0,0.0,0.0,0.0,0.0
37028000000,0.4,0.0,0.0,0.0,0.0,0.0
37122000000,0.4,0.0,0.0,0.0,0.0,0.0
37222000000,0.4,0.0,0.0,0.0,0.0,0.0
37317000000,0.4,0.0,0.0,0.0,0.0,0.0
37428000000,0.4,0.0,0.0,0.0,0.0,0.0
37525000000,0.4,0.0,0.0,0.0,0.0,0.0
37621000000,0.4,0.0,0.0,0.0,0.0,0.0
37722000000,0.0,0.0,0.0,0.0,0.0,0.0
37722000000,0.0,0.0,0.0,0.0,0.0,0.5
37823000000,0.0,0.0,0.0,0.0,0.0,0.5
37921000000,0.0,0.0,0.0,0.0,0.0,0.5
38029000000,0.0,0.0,0.0,0.0,0.0,0.5
38125000000,0.0,0.0,0.0,0.0,0.0,0.5
38224000000,0.0,0.0,0.0,0.0,0.0,0.5
38328000000,0.0,0.0,0.0,0.0,0.0,0.5
38425000000,0.0,0.0,0.0,0.0,0.0,0.5
38524000000,0.0,0.0,0.0,0.0,0.0,0.5
38621000000,0.0,0.0,0.0,0.0,0.0,0.5
38723000000,0.0,0.0,0.0,0.0,0.0,0.5
38822000000,0.0,0.0,0.0,0.0,0.0,0.5
38927000000,0.0,0.0,0.0,0.0,0.0,0.5
39022000000,0.0,0.0,0.0,0.0,0.0,0.5
39124000000,0.0,0.0,0.0,0.0,0.0,0.5
39227000000,0.0,0.0,0.0,0.0,0.0,0.5
39323000000,0.0,0.0,0.0,0.0,0.0,0.5
39440000000,0.0,0.0,0.0,0.0,0.0,0.5
39521000000,0.0,0.0,0.0,0.0,0.0,0.5
39621000000,0.0,0.0,0.0,0.0,0.0,0.5
39725000000,0.0,0.0,0.0,0.0,0.0,0.5
39825000000,0.0,0.0,0.0,0.0,0.0,0.5
39921000000,0.0,0.0,0.0,0.0,0.0,0.5
40028000000,0.0,0.0,0.0,0.0,0.0,0.5
40123000000,0.0,0.0,0.0,0.0,0.0,0.5
40221000000,0.0,0.0,0.0,0.0,0.0,0.5
40324000000,0.0,0.0,0.0,0.0,0.0,0.5
40422000000,0.0,0.0,0.0,0.0,0.0,0.5
40521000000,0.0,0.0,0.0,0.0,0.0,0.5
40634000000,0.0,0.0,0.0,0.0,0.0,0.5
40727000000,0.0,0.0,0.0,0.0,0.0,0.5
40823000000,0.0,0.0,0.0,0.0,0.0,0.5
40928000000,0.0,0.0,0.0,0.0,0.0,0.0
40928000000,0.4,0.0,0.0,0.0,0.0,0.0
41024000000,0.4,0.0,0.0,0.0,0.0,0.0
41124000000,0.4,0.0,0.0,0.0,0.0,0.0
41222000000,0.4,0.0,0.0,0.0,0.0,0.0
41321000000,0.4,0.0,0.0,0.0,0.0,0.0
41424000000,0.4,0.0,0.0,0.0,0.0,0.0
41522000000,0.4,0.0,0.0,0.0,0.0,0.0
41625000000,0.4,0.0,0.0,0.0,0.0,0.0
41721000000,0.4,0.0,0.0,0.0,0.0,0.0
41820000000,0.4,0.0,0.0,0.0,0.0,0.0
41921000000,0.4,0.0,0.0,0.0,0.0,0.0
42025000000,0.4,0.0,0.0,0.0,0.0,0.0
42123000000,0.4,0.0,0.0,0.0,0.0,0.0
42221000000,0.0,0.0,0.0,0.0,0.0,0.0
42221000000,0.0,0.0,0.0,0.0,0.0,0.5
42324000000,0.0,0.0,0.0,0.0,0.0,0.5
42420000000,0.0,0.0,0.0,0.0,0.0,0.5
42523000000,0.0,0.0,0.0,0.0,0.0,0.5
42625000000,0.0,0.0,0.0,0.0,0.0,0.5
42721000000,0.0,0.0,0.0,0.0,0.0,0.5
42822000000,0.0,0.0,0.0,0.0,0.0,0.5
42921000000,0.0,0.0,0.0,0.0,0.0,0.5
43023000000,0.0,0.0,0.0,0.0,0.0,0.5
43127000000,0.0,0.0,0.0,0.0,0.0,0.5
43221000000,0.0,0.0,0.0,0.0,0.0,0.5
43325000000,0.0,0.0,0.0,0.0,0.0,0.5
43421000000,0.0,0.0,0.0,0.0,0.0,0.5
43515000000,0.0,0.0,0.0,0.0,0.0,0.5
43620000000,0.0,0.0,0.0,0.0,0.0,0.5
43725000000,0.0,0.0,0.0,0.0,0.0,0.5
43826000000,0.0,0.0,0.0,0.0,0.0,0.5
43928000000,0.0,0.0,0.0,0.0,0.0,0.5
44026000000,0.0,0.0,0.0,0.0,0.0,0.5
44123000000,0.0,0.0,0.0,0.0,0.0,0.5
44221000000,0.0,0.0,0.0,0.0,0.0,0.5
44320000000,0.0,0.0,0.0,0.0,0.0,0.5
44421000000,0.0,0.0,0.0,0.0,0.0,0.5
44521000000,0.0,0.0,0.0,0.0,0.0,0.5
44621000000,0.0,0.0,0.0,0.0,0.0,0.5
44722000000,0.0,0.0,0.0,0.0,0.0,0.5
44827000000,0.0,0.0,0.0,0.0,0.0,0.5
44927000000,0.0,0.0,0.0,0.0,0.0,0.5
45030000000,0.0,0.0,0.0,0.0,0.0,0.5
45123000000,0.0,0.0,0.0,0.0,0.0,0.5
45231000000,0.0,0.0,0.0,0.0,0.0,0.5
45334000000,0.0,0.0,0.0,0.0,0.0,0.5
45421000000,0.0,0.0,0.0,0.0,0.0,0.0
45421000000,0.4,0.0,0.0,0.0,0.0,0.0
45522000000,0.4,0.0,0.0,0.0,0.0,0.0
45632000000,0.4,0.0,0.0,0.0,0.0,0.0
45721000000,0.4,0.0,0.0,0.0,0.0,0.0
45825000000,0.4,0.0,0.0,0.0,0.0,0.0
45920000000,0.4,0.0,0.0,0.0,0.0,0.0
46035000000,0.4,0.0,0.0,0.0,0.0,0.0
46122000000,0.4,0.0,0.0,0.0,0.0,0.0
46231000000,0.4,0.0,0.0,0.0,0.0,0.0
46321000000,0.4,0.0,0.0,0.0,0.0,0.0
46428000000,0.4,0.0,0.0,0.0,0.0,0.0
46530000000,0.4,0.0,0.0,0.0,0.0,0.0
46622000000,0.4,0.0,0.0,0.0,0.0,0.0
46721000000,0.0,0.0,0.0,0.0,0.0,0.0
46721000000,0.0,0.0,0.0,0.0,0.0,0.5
46828000000,0.0,0.0,0.0,0.0,0.0,0.5
46937000000,0.0,0.0,0.0,0.0,0.0,0.5
47021000000,0.0,0.0,0.0,0.0,0.0,0.5
47122000000,0.0,0.0,0.0,0.0,0.0,0.5
47233000000,0.0,0.0,0.0,0.0,0.0,0.5
47318000000,0.0,0.0,0.0,0.0,0.0,0.5
47428000000,0.0,0.0,0.0,0.0,0.0,0.5
47530000000,0.0,0.0,0.0,0.0,0.0,0.5
47630000000,0.0,0.0,0.0,0.0,0.0,0.5
47727000000,0.0,0.0,0.0,0.0,0.0,0.5
47821000000,0.0,0.0,0.0,0.0,0.0,0.5
47927000000,0.0,0.0,0.0,0.0,0.0,0.5
48021000000,0.0,0.0,0.0,0.0,0.0,0.5
48119000000,0.0,0.0,0.0,0.0,0.0,0.5
48221000000,0.0,0.0,0.0,0.0,0.0,0.5
48323000000,0.0,0.0,0.0,0.0,0.0,0.5
48424000000,0.0,0.0,0.0,0.0,0.0,0.5
48520000000,0.0,0.0,0.0,0.0,0.0,0.5
48622000000,0.0,0.0,0.0,0.0,0.0,0.5
48722000000,0.0,0.0,0.0,0.0,0.0,0.5
48820000000,0.0,0.0,0.0,0.0,0.0,0.5
48922000000,0.0,0.0,0.0,0.0,0.0,0.5
49030000000,0.0,0.0,0.0,0.0,0.0,0.5
49120000000,0.0,0.0,0.0,0.0,0.0,0.5
49221000000,0.0,0.0,0.0,0.0,0.0,0.5
49322000000,0.0,0.0,0.0,0.0,0.0,0.5
49428000000,0.0,0.0,0.0,0.0,0.0,0.5
